Id,SalePrice
1461,110358.12
1462,146074.69
1463,165754.36
1464,182654.22
1465,192703.44
1466,164083.27
1467,169909.67
1468,155126.92
1469,204739.1
1470,108027.98
1471,173374.91
1472,98162.9
1473,88061.33
1474,133083.93
1475,101043.64
1476,347967.05
1477,255810.67
1478,323668.94
1479,312471.43
1480,447235.63
1481,318222.22
1482,220690.02
1483,169434.2
1484,161668.26
1485,186743.83
1486,193147.33
1487,329259.29
1488,238783.51
1489,190156.6
1490,235624.35
1491,201458.07
1492,84602.18
1493,218572.22
1494,296480.41
1495,288431.21
1496,223004.19
1497,174891.47
1498,158366.57
1499,152770.63
1500,148943.59
1501,190211.5
1502,141721.38
1503,258084.12
1504,234189.03
1505,217573.93
1506,189502.66
1507,236882.36
1508,184524.29
1509,155133.4
1510,142762.19
1511,139512.86
1512,174361.6
1513,152123.49
1514,153507.78
1515,203703.06
1516,159142.07
1517,169518.34
1518,115633.66
1519,213560.69
1520,121939.46
1521,122997.68
1522,195487.85
1523,91920.68
1524,115608.76
1525,99300.48
1526,89871.99
1527,90518.11
1528,146048.81
1529,139162.22
1530,213776.56
1531,131023.62
1532,96533.76
1533,145011.19
1534,125037.69
1535,143119.46
1536,91871.19
1537,30768.73
1538,154245.9
1539,201926.71
1540,118985.77
1541,127491.55
1542,142355.03
1543,167294.84
1544,82544.99
1545,124435.38
1546,132976.96
1547,134405.89
1548,133413.1
1549,110312.97
1550,131788.69
1551,107525.32
1552,130100.83
1553,148343.13
1554,114502.04
1555,151638.74
1556,77913.46
1557,85520.56
1558,93426.79
1559,83050.18
1560,125945.39
1561,112949.44
1562,129748.74
1563,115681.62
1564,137576.18
1565,137366.04
1566,247827.54
1567,68199.19
1568,222696.71
1569,102678.7
1570,133651.26
1571,100739.48
1572,139857.32
1573,242174.49
1574,113471.69
1575,242778.64
1576,228582.59
1577,181308.25
1578,143139.96
1579,126458.66
1580,184818.49
1581,152822.61
1582,129940.79
1583,278863.07
1584,216338.46
1585,142896.2
1586,34795.71
1587,104497.7
1588,153484.62
1589,100685.32
1590,127981.2
1591,86699.36
1592,129845.73
1593,127139.32
1594,127139.11
1595,107700.59
1596,222234.8
1597,188608.83
1598,217935.65
1599,190474.56
1600,164881.12
1601,23543.17
1602,119797.92
1603,68171.53
1604,299116.71
1605,231354.26
1606,146252.01
1607,158789.04
1608,213099.83
1609,174840.16
1610,147981.26
1611,130770.12
1612,179871.16
1613,157154.2
1614,135452.95
1615,79602.21
1616,64953.51
1617,76554.35
1618,109371.37
1619,140107.16
1620,156386.47
1621,127153.73
1622,129747.28
1623,260358.65
1624,198147.45
1625,102372.49
1626,177759.7
1627,175151.87
1628,280642.94
1629,173231.72
1630,318137.46
1631,224586.02
1632,231838.71
1633,176243.32
1634,180151.71
1635,164891.67
1636,147769.52
1637,186299.44
1638,198080.92
1639,186808.76
1640,241184.93
1641,182921.34
1642,249311.43
1643,220537.12
1644,223688.43
1645,212269.02
1646,161879.82
1647,156216.85
1648,118071.72
1649,123270.11
1650,111679.71
1651,112889.18
1652,102704.22
1653,104220.96
1654,133498.19
1655,122626.95
1656,122947.47
1657,134499.57
1658,134480.93
1659,111916.66
1660,150923.29
1661,413551.98
1662,359784.32
1663,377083.57
1664,463322.68
1665,332322.08
1666,335914.26
1667,359910.48
1668,353118.68
1669,321609.92
1670,348949.7
1671,268246.18
1672,394627.28
1673,293870.2
1674,266240.64
1675,206825.93
1676,203956.64
1677,219429.62
1678,451582.79
1679,379264.08
1680,317940.48
1681,285768.74
1682,329026.94
1683,203697.42
1684,176802.2
1685,174818.26
1686,169352.09
1687,182109.52
1688,191482.69
1689,197466.14
1690,188399.13
1691,180868.31
1692,258938.99
1693,178121.2
1694,172629.11
1695,170176.82
1696,257905.97
1697,177798.17
1698,331420.8
1699,315417.75
1700,264027.71
1701,280525.07
1702,253448.49
1703,244716.01
1704,271246.3
1705,259158.23
1706,400558.38
1707,215216.18
1708,204138.48
1709,259393.44
1710,221833.68
1711,275174.49
1712,245319.67
1713,258981.0
1714,217230.9
1715,205207.2
1716,181804.91
1717,181190.88
1718,141948.98
1719,225524.6
1720,237473.1
1721,176017.1
1722,130309.61
1723,155927.07
1724,203410.64
1725,229054.4
1726,182923.46
1727,137898.75
1728,188132.48
1729,155625.44
1730,168291.43
1731,124288.23
1732,121612.19
1733,98046.89
1734,109711.65
1735,127268.0
1736,102014.66
1737,295149.37
1738,252347.81
1739,251703.94
1740,195299.97
1741,181555.41
1742,174807.04
1743,180548.4
1744,315411.98
1745,218444.04
1746,243142.3
1747,211540.55
1748,239340.77
1749,140187.54
1750,147981.86
1751,245722.19
1752,99196.07
1753,147370.38
1754,205336.15
1755,164150.19
1756,116336.32
1757,107222.34
1758,145104.36
1759,154784.93
1760,162323.18
1761,154077.66
1762,171867.58
1763,195522.83
1764,102385.33
1765,180597.67
1766,190067.36
1767,220076.05
1768,135330.26
1769,163075.36
1770,149565.23
1771,121022.45
1772,122485.69
1773,105566.99
1774,153837.39
1775,135054.35
1776,131424.41
1777,98227.43
1778,139777.61
1779,115558.45
1780,184048.92
1781,111537.9
1782,59713.83
1783,128299.23
1784,85117.23
1785,117282.53
1786,139381.36
1787,172545.28
1788,37084.66
1789,86161.47
1790,38584.82
1791,210419.69
1792,162885.44
1793,124725.36
1794,160194.19
1795,131041.8
1796,140572.93
1797,135715.43
1798,121316.62
1799,93275.41
1800,124815.59
1801,112839.34
1802,150773.78
1803,159708.71
1804,113921.77
1805,133189.38
1806,128018.6
1807,140301.46
1808,117823.24
1809,113479.23
1810,136219.38
1811,95143.81
1812,96535.38
1813,114368.68
1814,77025.7
1815,21729.26
1816,85881.13
1817,93101.36
1818,152986.08
1819,123008.3
1820,30265.75
1821,125050.82
1822,152696.36
1823,36138.17
1824,137363.5
1825,137929.25
1826,90041.72
1827,103271.14
1828,123419.35
1829,144588.65
1830,139747.7
1831,143531.65
1832,70693.92
1833,141545.07
1834,109663.81
1835,109901.44
1836,126391.69
1837,65890.78
1838,101125.68
1839,103752.19
1840,139266.42
1841,124666.92
1842,76702.4
1843,122501.65
1844,142430.82
1845,145886.41
1846,154271.97
1847,183406.8
1848,17394.04
1849,112988.64
1850,108160.15
1851,136948.1
1852,111333.83
1853,102208.32
1854,165199.32
1855,146263.98
1856,216707.92
1857,145759.72
1858,159154.22
1859,114992.25
1860,145627.57
1861,114643.19
1862,309791.86
1863,308319.7
1864,308333.61
1865,340798.66
1866,341348.88
1867,224995.84
1868,290328.7
1869,203773.66
1870,225051.49
1871,268213.89
1872,174027.31
1873,221319.31
1874,145455.74
1875,198029.83
1876,192863.1
1877,203308.75
1878,209298.54
1879,115954.95
1880,130488.65
1881,237996.12
1882,245587.31
1883,188461.22
1884,201965.13
1885,251926.06
1886,289536.93
1887,217260.62
1888,259379.8
1889,166968.15
1890,92071.66
1891,138948.27
1892,77694.89
1893,116296.61
1894,113206.06
1895,126493.5
1896,110700.43
1897,100457.05
1898,105853.59
1899,154088.19
1900,165191.18
1901,159014.46
1902,156489.31
1903,214046.0
1904,158335.38
1905,200123.91
1906,153022.93
1907,227907.27
1908,110466.07
1909,136271.46
1910,119508.09
1911,225541.8
1912,292154.9
1913,158257.93
1914,52998.07
1915,319630.19
1916,15635.92
1917,240869.45
1918,133302.43
1919,163589.32
1920,160188.11
1921,362045.15
1922,333997.17
1923,214419.12
1924,216128.09
1925,207980.93
1926,371757.36
1927,120095.76
1928,153751.25
1929,105617.99
1930,121788.65
1931,127850.74
1932,128148.03
1933,188956.89
1934,172415.32
1935,163604.49
1936,194521.63
1937,168213.86
1938,161846.25
1939,244661.39
1940,197881.88
1941,166697.01
1942,176099.77
1943,222509.6
1944,358729.86
1945,376600.45
1946,136098.88
1947,328231.64
1948,165127.94
1949,234369.91
1950,191601.28
1951,236129.25
1952,201929.44
1953,176022.75
1954,188413.85
1955,119333.57
1956,282900.38
1957,155160.55
1958,272155.57
1959,134769.33
1960,93101.56
1961,114528.56
1962,93976.42
1963,108401.36
1964,98266.32
1965,129295.91
1966,129837.36
1967,300055.73
1968,407341.42
1969,386735.62
1970,405064.94
1971,454960.77
1972,364659.58
1973,297576.83
1974,337559.51
1975,462426.11
1976,282781.41
1977,361848.51
1978,353131.09
1979,308827.6
1980,203148.39
1981,336689.68
1982,223460.39
1983,211559.76
1984,193086.8
1985,236894.71
1986,213196.88
1987,210142.84
1988,168168.55
1989,192415.11
1990,211483.17
1991,223604.56
1992,226528.05
1993,174289.35
1994,231629.68
1995,180043.23
1996,290599.77
1997,337648.5
1998,312002.21
1999,282374.2
2000,319524.86
2001,280419.06
2002,253471.18
2003,254085.99
2004,276163.87
2005,240354.51
2006,208672.34
2007,252196.29
2008,216186.12
2009,196446.05
2010,202559.78
2011,154775.9
2012,179860.3
2013,172936.53
2014,179133.12
2015,198132.89
2016,187797.04
2017,188920.11
2018,117659.22
2019,129554.71
2020,83445.51
2021,89194.35
2022,184517.92
2023,134584.21
2024,300835.63
2025,362527.26
2026,162864.57
2027,147547.56
2028,161050.45
2029,164751.42
2030,261292.27
2031,239592.86
2032,255626.25
2033,250172.9
2034,176166.54
2035,228551.12
2036,199822.79
2037,202011.75
2038,308193.38
2039,230944.09
2040,315421.39
2041,271484.06
2042,209956.69
2043,169611.6
2044,183615.66
2045,181412.67
2046,131889.53
2047,137104.96
2048,143535.31
2049,127098.54
2050,163339.74
2051,102302.83
2052,125558.85
2053,138885.88
2054,70664.23
2055,157311.13
2056,140278.87
2057,110549.71
2058,205462.28
2059,124223.86
2060,163358.32
2061,187180.89
2062,114531.54
2063,111834.6
2064,121385.22
2065,116139.51
2066,169612.08
2067,122083.96
2068,135221.08
2069,70248.62
2070,97113.03
2071,85582.9
2072,133354.44
2073,123356.49
2074,156689.02
2075,164520.26
2076,116516.64
2077,142830.4
2078,113695.78
2079,133573.99
2080,116015.31
2081,117743.81
2082,133636.24
2083,141967.29
2084,92399.08
2085,105380.06
2086,142251.9
2087,130955.44
2088,90635.26
2089,69551.73
2090,116867.49
2091,81247.15
2092,119670.16
2093,138785.99
2094,103639.52
2095,121031.24
2096,76231.74
2097,90665.89
2098,147900.68
2099,21532.34
2100,70958.56
2101,101824.81
2102,134476.52
2103,83447.22
2104,141342.05
2105,130052.4
2106,20224.84
2107,199836.31
2108,116526.32
2109,99114.82
2110,117313.28
2111,148138.22
2112,126081.83
2113,114980.65
2114,119655.31
2115,157572.9
2116,111743.53
2117,146345.41
2118,123666.49
2119,102249.94
2120,119038.74
2121,99074.2
2122,96955.12
2123,76771.2
2124,176987.41
2125,134495.84
2126,146289.1
2127,173537.56
2128,130513.36
2129,75718.82
2130,129107.8
2131,141825.5
2132,99337.81
2133,123977.45
2134,110810.54
2135,98115.51
2136,40816.37
2137,113898.05
2138,130660.36
2139,149979.54
2140,129564.09
2141,169444.07
2142,125116.5
2143,136329.86
2144,106651.53
2145,134020.11
2146,184080.76
2147,138435.86
2148,131464.84
2149,147764.76
2150,223954.24
2151,122820.21
2152,180456.11
2153,189129.69
2154,89870.69
2155,141155.52
2156,260235.22
2157,223187.24
2158,225056.3
2159,223041.24
2160,176365.51
2161,241669.6
2162,373926.35
2163,337044.9
2164,253302.15
2165,193082.23
2166,152603.58
2167,226674.49
2168,189052.67
2169,194717.46
2170,205676.03
2171,156071.47
2172,140768.16
2173,166135.8
2174,221647.05
2175,263945.2
2176,305364.21
2177,227260.63
2178,219127.29
2179,143424.32
2180,228870.39
2181,197898.27
2182,220883.94
2183,190261.44
2184,123224.54
2185,134301.66
2186,134351.82
2187,153238.36
2188,161161.3
2189,307080.97
2190,61162.33
2191,59609.94
2192,65791.15
2193,111423.69
2194,86980.88
2195,77906.39
2196,101107.98
2197,95125.44
2198,153907.23
2199,163575.25
2200,147069.96
2201,144754.89
2202,192434.67
2203,145958.14
2204,164674.09
2205,123245.32
2206,165058.74
2207,218230.09
2208,237844.76
2209,217950.84
2210,108911.57
2211,116505.84
2212,125662.85
2213,92704.92
2214,149954.36
2215,93097.56
2216,148553.16
2217,43981.35
2218,87689.32
2219,83262.74
2220,41410.45
2221,320478.78
2222,305328.75
2223,279621.95
2224,210620.99
2225,128632.02
2226,174647.8
2227,194175.51
2228,290570.4
2229,231798.27
2230,152159.06
2231,213246.66
2232,172494.74
2233,173659.55
2234,253022.17
2235,232174.78
2236,241296.36
2237,300647.9
2238,217415.6
2239,123724.12
2240,167965.53
2241,136073.43
2242,115978.81
2243,123361.85
2244,92954.39
2245,105784.57
2246,123419.62
2247,116421.06
2248,115453.92
2249,105537.12
2250,117754.46
2251,98617.75
2252,176780.56
2253,156764.85
2254,176805.32
2255,188968.96
2256,172352.73
2257,209463.27
2258,155808.28
2259,166649.31
2260,152817.66
2261,220419.8
2262,234401.87
2263,357549.47
2264,408276.49
2265,162928.28
2266,302907.19
2267,367734.16
2268,411264.05
2269,155697.8
2270,188687.93
2271,201144.43
2272,197949.52
2273,151546.77
2274,177212.18
2275,155776.43
2276,193117.61
2277,181322.19
2278,148781.05
2279,122799.08
2280,99967.36
2281,154570.67
2282,160346.97
2283,111515.98
2284,120872.83
2285,123555.71
2286,117514.15
2287,381172.29
2288,297882.5
2289,325090.63
2290,421673.69
2291,338937.35
2292,415429.24
2293,431142.56
2294,388196.42
2295,429120.43
2296,261479.98
2297,362752.53
2298,370295.78
2299,353641.37
2300,329451.16
2301,325320.38
2302,262190.03
2303,257876.35
2304,248415.94
2305,204450.1
2306,205373.08
2307,215810.01
2308,224529.35
2309,302384.88
2310,210465.47
2311,219682.28
2312,166287.47
2313,172837.5
2314,179368.27
2315,170337.78
2316,201760.7
2317,181590.89
2318,180589.01
2319,181442.34
2320,178657.61
2321,251269.81
2322,193823.94
2323,199562.44
2324,186800.8
2325,203029.52
